V1	V2	Cluster
PF3D7_1363200	bifunctional polynucleotide phosphatase/kinase	35
PF3D7_1363300	50S ribosomal protein L9, mitochondrial, putative	215
PF3D7_1363400	polyubiquitin binding protein, putative	64
PF3D7_1363500	DNase I-like protein, putative	118
PF3D7_1363600	conserved Plasmodium protein, unknown function	146
PF3D7_1363700	conserved Plasmodium protein, unknown function	58
PF3D7_1363800	nuclear fusion protein, putative	89
PF3D7_1364000	conserved Plasmodium protein, unknown function	226
PF3D7_1364100	6-cysteine protein	34
PF3D7_1364200	conserved Plasmodium protein, unknown function	45
PF3D7_1364300	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	135
PF3D7_1364400	conserved Plasmodium protein, unknown function	139
PF3D7_1364500	exosome complex component RRP45, putative	39
PF3D7_1364600	aldehyde reductase, putative	27
PF3D7_1364700	WD repeat-containing protein, putative, pseudogene	196
PF3D7_1364800	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative	25
PF3D7_1364900	ferrochelatase	177
PF3D7_1365000	conserved Plasmodium protein, unknown function	152
PF3D7_1365100	mitochondrial ribosomal protein S17 precursor, putative	60
PF3D7_1365300	conserved Plasmodium protein, unknown function	178
PF3D7_1365400	ubiquitin-activating enzyme	70
PF3D7_1365500	aminomethyltransferase, mitochondrial, putative	29
PF3D7_1365600	DNA topoisomerase VI, b subunit, putative	14
PF3D7_1365700	SNARE associated Golgi protein, putative	179
PF3D7_1365800	conserved Plasmodium protein, unknown function	163
PF3D7_1365900	ubiquitin-60S ribosomal protein L40	175
PF3D7_1366000	conserved Plasmodium protein, unknown function	49
PF3D7_1366100	DIP13 homolog, putative	138
PF3D7_1366200	conserved Plasmodium protein, unknown function	146
PF3D7_1366300	conserved Plasmodium protein, unknown function	9
PF3D7_1366400	rhoptry protein RHOP148	129
PF3D7_1366500	nucleoside diphosphate kinase	146
PF3D7_1366600	signal recognition particle receptor subunit alpha, putative	128
PF3D7_1366700	conserved Plasmodium protein, unknown function	26
PF3D7_1366800	phosphatidylserine synthase, putative	145
PF3D7_1366900	conserved Plasmodium protein, unknown function	147
PF3D7_1367000	suppressor of kinetochore protein 1, putative	50
PF3D7_1367100	U1 small nuclear ribonucleoprotein 70 kDa homolog, putative	61
PF3D7_1367200	CLAMP domain-containing protein, putative	196
PF3D7_1367300	conserved Plasmodium protein, unknown function	228
PF3D7_1367400	conserved Plasmodium protein, unknown function	100
PF3D7_1367500	NADH-cytochrome b5 reductase, putative	37
PF3D7_1367600	ribosome biogenesis protein MRT4, putative	39
PF3D7_1367700	alanine--tRNA ligase	131
PF3D7_1367800	secreted ookinete protein, putative	220
PF3D7_1367900	conserved Plasmodium protein, unknown function	127
PF3D7_1368100	26S proteasome regulatory subunit RPN11, putative	227
PF3D7_1368200	ABC transporter E family member 1, putative	61
PF3D7_1368300	conserved Plasmodium protein, unknown function	212
PF3D7_1368400	conserved Plasmodium protein, unknown function	162
PF3D7_1368500	conserved Plasmodium protein, unknown function	183
PF3D7_1368600	mitochondrial import inner membrane translocase subunit TIM9, putative	70
PF3D7_1368700	mitochondrial carrier protein, putative	156
PF3D7_1368800	DNA repair endonuclease XPF, putative	24
PF3D7_1368900	conserved Plasmodium protein, unknown function	121
PF3D7_1369000	glycosylphosphatidylinositol anchor attachment 1 protein, putative	10
PF3D7_1369100	conserved Plasmodium protein, unknown function	188
PF3D7_1369200	conserved Plasmodium protein, unknown function	115
PF3D7_1369300	conserved Plasmodium protein, unknown function	130
PF3D7_1369400	conserved Plasmodium protein, unknown function	197
PF3D7_1369500	conserved Plasmodium protein, unknown function	25
PF3D7_1369600	conserved Plasmodium protein, unknown function	58
PF3D7_1371600	erythrocyte binding like protein 1, pseudogene	14
PF3D7_1371700	serine/threonine protein kinase, FIKK family	193
PF3D7_1400900	Plasmodium exported protein (PHISTa), unknown function, pseudogene	170
PF3D7_1401000	GBPH protein	114
PF3D7_1401100	DnaJ protein, putative	81
PF3D7_1401200	Plasmodium exported protein, unknown function	75
PF3D7_1401300	epoxide hydrolase 2	59
PF3D7_1401400	early transcribed membrane protein 14.1	7
PF3D7_1401500	esterase, putative	145
PF3D7_1401600	Plasmodium exported protein (PHISTb), unknown function	192
PF3D7_1401700	conserved Plasmodium protein, unknown function	144
PF3D7_1401800	choline kinase	150
PF3D7_1402100	conserved Plasmodium protein, unknown function	17
PF3D7_1402200	conserved Plasmodium protein, unknown function	106
PF3D7_1402300	26S proteasome regulatory subunit RPN6	50
PF3D7_1402400	zinc finger protein, putative	114
PF3D7_1402500	ribosomal protein S27a, putative	9
PF3D7_1402700	U2 snRNP-associated SURP motif-containing protein, putative	70
PF3D7_1402800	conserved Plasmodium protein, unknown function	185
PF3D7_1403000	conserved Plasmodium protein, unknown function	228
PF3D7_1403400	conserved Plasmodium protein, unknown function	133
PF3D7_1403600	selenoprotein	156
PF3D7_1403700	translocation associated membrane protein, putative	92
PF3D7_1403800	nuclear formin-like protein MISFIT, putative	133
PF3D7_1403900	serine/threonine protein phosphatase CPPED1, putative	70
PF3D7_1404000	DNA-directed RNA polymerase II subunit RPB4, putative	121
PF3D7_1404100	cytochrome c, putative	70
PF3D7_1404200	conserved Plasmodium protein, unknown function	130
PF3D7_1404300	secreted ookinete adhesive protein, putative	95
PF3D7_1404400	mitochondrial ribosomal protein L16 precursor, putative	48
PF3D7_1404500	rRNA biogenesis protein RRP5, putative	100
PF3D7_1404600	adenylyl cyclase alpha	208
PF3D7_1404700	conserved Plasmodium protein, unknown function	200
PF3D7_1404800	conserved Plasmodium protein, unknown function	66
PF3D7_1404900	conserved Plasmodium protein, unknown function	45
PF3D7_1405000	conserved Plasmodium protein, unknown function	153
PF3D7_1405100	GTPase-activating protein, putative	187
PF3D7_1405200	trafficking protein particle complex subunit 1, putative	197
PF3D7_1405300	conserved Plasmodium protein, unknown function	197
PF3D7_1405400	DNA mismatch repair protein, putative	35
PF3D7_1405500	COBW domain-containing protein 1, putative	65
PF3D7_1405600	ribonucleoside-diphosphate reductase small chain, putative	156
PF3D7_1405700	RING zinc finger protein, putative	175
PF3D7_1405800	ribosome biogenesis protein BOP1, putative	39
PF3D7_1405900	RNA-binding protein, putative	100
PF3D7_1406000	RNA-binding protein 8A, putative	234
PF3D7_1406100	conserved Plasmodium protein, unknown function	115
PF3D7_1406200	conserved Plasmodium protein, unknown function	100
PF3D7_1406300	glycerophosphodiester phosphodiesterase	189
PF3D7_1406400	pentatricopeptide repeat domain-containing protein, putative	158
PF3D7_1406500	WD repeat-containing protein 65, putative	219
PF3D7_1406600	ATP-dependent Clp protease regulatory subunit ClpC	108
PF3D7_1406700	vacuolar protein sorting-associated protein 29	156
PF3D7_1406800	glideosome associated protein with multiple membrane spans 3	123
PF3D7_1406900	radical SAM protein, putative	122
PF3D7_1407000	LCCL domain-containing protein	63
PF3D7_1407100	rRNA 2'-O-methyltransferase fibrillarin, putative	100
PF3D7_1407200	conserved Plasmodium protein, unknown function	175
PF3D7_1407300	pre-mRNA-splicing factor 38B, putative	120
PF3D7_1407400	conserved Plasmodium protein, unknown function	120
PF3D7_1407500	multifunctional methyltransferase subunit TRM112, putative	25
PF3D7_1407600	conserved Plasmodium protein, unknown function	221
PF3D7_1407700	conserved Plasmodium protein, unknown function	105
PF3D7_1407800	plasmepsin IV	39
PF3D7_1407900	plasmepsin I	76
PF3D7_1408000	plasmepsin II	70
PF3D7_1408100	plasmepsin III	9
PF3D7_1408200	AP2 domain transcription factor AP2-G2, putative	147
PF3D7_1408300	conserved Plasmodium protein, unknown function	167
PF3D7_1408400	FANCJ-like helicase, putative	35
PF3D7_1408500	conserved Plasmodium protein, unknown function	147
PF3D7_1408600	40S ribosomal protein S8e, putative	9
PF3D7_1408700	conserved protein, unknown function	224
PF3D7_1408800	conserved Plasmodium protein, unknown function	211
PF3D7_1408900	tRNA-dihydrouridine synthase, putative	137
PF3D7_1409000	WD repeat-containing protein, putative	183
PF3D7_1409100	aldo-keto reductase, putative	89
PF3D7_1409200	conserved Plasmodium protein, unknown function	32
PF3D7_1409300	DNA damage-inducible protein 1, putative	150
PF3D7_1409400	conserved Plasmodium membrane protein, unknown function	18
PF3D7_1409500	conserved Plasmodium protein, unknown function	230
PF3D7_1409600	conserved Plasmodium protein, unknown function	4
PF3D7_1409700	conserved Plasmodium protein, unknown function	59
PF3D7_1409800	CUGBP Elav-like family member 2, putative	134
PF3D7_1409900	cytidine diphosphate-diacylglycerol synthase	12
PF3D7_1410000	ER membrane protein complex subunit 2, putative	113
PF3D7_1410100	alpha/beta hydrolase, putative	63
PF3D7_1410200	cytidine triphosphate synthetase	131
PF3D7_1410300	WD repeat-containing protein, putative	36
PF3D7_1410400	rhoptry-associated protein 1	5
PF3D7_1410500	conserved Plasmodium protein, unknown function	48
PF3D7_1410600	eukaryotic translation initiation factor 2 subunit gamma, putative	100
PF3D7_1410700	conserved Plasmodium protein, unknown function	108
PF3D7_1410800	ankyrin-repeat protein, putative	18
PF3D7_1410900	ribosome maturation protein SBDS, putative	224
PF3D7_1411000	conserved Plasmodium protein, unknown function	103
PF3D7_1411100	conserved Plasmodium membrane protein, unknown function, unspecified product	74
PF3D7_1411200	rhomboid protease ROM8	128
PF3D7_1411300	conserved Plasmodium protein, unknown function	35
PF3D7_1411400	plastid replication-repair enzyme	117
PF3D7_1411500	conserved Plasmodium protein, unknown function	100
PF3D7_1411600	GTP-binding protein, putative	173
PF3D7_1411700	methyltransferase, putative	35
PF3D7_1411800	conserved Plasmodium protein, unknown function	136
PF3D7_1411900	p1/s1 nuclease, putative	76
PF3D7_1412000	p1/s1 nuclease, putative	148
PF3D7_1412100	mini-chromosome maintenance complex-binding protein, putative	117
PF3D7_1412200	conserved Plasmodium protein, unknown function	170
PF3D7_1412300	nuclear transport factor 2, putative	39
PF3D7_1412400	conserved Plasmodium protein, unknown function	152
PF3D7_1412500	actin II	183
PF3D7_1412600	deoxyhypusine synthase	147
PF3D7_1412700	AAA family ATPase, putative	64
PF3D7_1412800	glycylpeptide N-tetradecanoyltransferase	100
PF3D7_1412900	ubiquitin-conjugating enzyme E2, putative	169
PF3D7_1413000	conserved Plasmodium protein, unknown function	133
PF3D7_1413100	conserved Plasmodium protein, unknown function	63
PF3D7_1413200	conserved Plasmodium protein, unknown function	67
PF3D7_1413400	30S ribosomal protein S9, putative	27
PF3D7_1413500	FeS assembly ATPase SufC	108
PF3D7_1413600	conserved Plasmodium protein, unknown function	43
PF3D7_1413700	conserved Plasmodium protein, unknown function	103
PF3D7_1413800	diphthamide biosynthesis protein 1, putative	137
PF3D7_1413900	DnaJ protein, putative	201
PF3D7_1414000	26S proteasome regulatory subunit RPN13, putative	108
PF3D7_1414100	conserved Plasmodium protein, unknown function	4
PF3D7_1414200	conserved Plasmodium protein, unknown function	23
PF3D7_1414300	60S ribosomal protein L10, putative	9
PF3D7_1414400	serine/threonine protein phosphatase PP1	33
PF3D7_1414500	atypical protein kinase, ABC-1 family, putative	192
PF3D7_1414600	mRNA-capping enzyme subunit alpha	226
PF3D7_1414700	ubiquitin carboxyl-terminal hydrolase, putative	66
PF3D7_1414800	small nuclear ribonucleoprotein-associated protein B, putative	61
PF3D7_1414900	ATP-dependent protease, putative	114
PF3D7_1415000	uracil-DNA glycosylase	40
PF3D7_1415100	conserved Plasmodium protein, unknown function	182
PF3D7_1415200	DNA-directed RNA polymerases I and III subunit RPAC2, putative	112
PF3D7_1415300	RNA-binding protein Nova-1, putative	99
PF3D7_1415400	conserved Plasmodium protein, unknown function	54
PF3D7_1415500	conserved Plasmodium membrane protein, unknown function	37
PF3D7_1415600	conserved Plasmodium protein, unknown function	54
PF3D7_1415700	serine palmitoyltransferase, putative	208
PF3D7_1415800	dimethyladenosine transferase, putative	100
PF3D7_1415900	zinc finger protein, putative	139
PF3D7_1416000	conserved Plasmodium protein, unknown function	107
PF3D7_1416100	protein SEY1, putative	81
PF3D7_1416200	metacaspase-3, putative	179
PF3D7_1416300	conserved protein, unknown function	227
PF3D7_1416400	conserved Plasmodium protein, unknown function	182
PF3D7_1416500	NADP-specific glutamate dehydrogenase	23
PF3D7_1416600	conserved Plasmodium protein, unknown function	219
PF3D7_1416800	lysine--tRNA ligase, putative	57
PF3D7_1416900	prefoldin subunit 2, putative	134
PF3D7_1417000	inner membrane complex protein 1l, putative	170
PF3D7_1417100	conserved Plasmodium protein, unknown function	53
PF3D7_1417200	NOT family protein, putative	4
PF3D7_1417300	cysteine protease ATG4, putative	18
PF3D7_1417400	rap guanine nucleotide exchange factor, putative, pseudogene	103
PF3D7_1417500	H/ACA ribonucleoprotein complex subunit 4, putative	131
PF3D7_1417600	conserved Plasmodium protein, unknown function	187
PF3D7_1417700	conserved Plasmodium protein, unknown function	50
PF3D7_1417800	DNA replication licensing factor MCM2	10
PF3D7_1418000	ubiquitin fusion degradation protein 1, putative	57
PF3D7_1418100	liver specific protein 1, putative	122
PF3D7_1418200	conserved Plasmodium protein, unknown function	219
PF3D7_1418300	calmodulin, putative	55
PF3D7_1419000	conserved Plasmodium protein, unknown function	37
PF3D7_1419100	ATP-dependent rRNA helicase SPB4, putative	100
PF3D7_1419200	thioredoxin-like protein, putative	29
PF3D7_1419300	glutathione S-transferase	64
PF3D7_1419400	conserved Plasmodium membrane protein, unknown function	100
PF3D7_1419500	conserved Plasmodium protein, unknown function	176
PF3D7_1419600	conserved Plasmodium protein, unknown function	91
PF3D7_1419700	conserved Plasmodium protein, unknown function	39
PF3D7_1419800	glutathione reductase	58
PF3D7_1419900	YTH domain-containing protein, putative	45
PF3D7_1420000	splicing factor 3B subunit 4, putative	61
PF3D7_1420100	conserved Plasmodium protein, unknown function	208
PF3D7_1420200	myosin-specific chaperone UNC, putative	148
PF3D7_1420300	DNL-type zinc finger protein	66
PF3D7_1420400	glycine--tRNA ligase	131
PF3D7_1420500	conserved Plasmodium membrane protein, unknown function	90
PF3D7_1420600	pantothenate kinase 1, putative	92
PF3D7_1420700	surface protein P113	45
PF3D7_1420800	dynein light chain, putative	151
PF3D7_1420900	mannose-1-phosphate guanyltransferase, putative	10
PF3D7_1421000	DIX domain-containing protein, putative	151
PF3D7_1421100	conserved Plasmodium protein, unknown function	7
PF3D7_1421200	40S ribosomal protein S25	9
PF3D7_1421300	conserved Plasmodium protein, unknown function	133
PF3D7_1421400	DNA-directed RNA polymerase III subunit RPC6, putative	9
PF3D7_1421500	mitochondrial import inner membrane translocase subunit TIM8, putative	147
PF3D7_1421600	conserved Plasmodium protein, unknown function	147
PF3D7_1421800	conserved Plasmodium protein, unknown function	184
PF3D7_1421900	copper transporter, putative	123
PF3D7_1422100	mitochondrial ribosomal protein L21 precursor, putative	213
PF3D7_1422400	conserved Plasmodium protein, unknown function	39
PF3D7_1422500	ERAD-associated E3 ubiquitin-protein ligase HRD1	176
PF3D7_1422600	conserved Plasmodium protein, unknown function	208
PF3D7_1422700	conserved Plasmodium protein, unknown function	114
PF3D7_1422800	actin-related protein, putative	9
PF3D7_1422900	14-3-3 protein, putative	112
PF3D7_1423000	nucleolar GTP-binding protein 2, putative	139
PF3D7_1423100	ankyrin-repeat protein, putative	103
PF3D7_1423200	peptidyl-prolyl cis-trans isomerase	64
PF3D7_1423300	serine/threonine protein phosphatase 7	14
PF3D7_1423400	conserved Plasmodium membrane protein, unknown function	46
PF3D7_1423500	conserved Plasmodium protein, unknown function	46
PF3D7_1423600	calcium-dependent protein kinase, putative	121
PF3D7_1423700	conserved Plasmodium protein, unknown function	70
PF3D7_1423800	vacuolar protein sorting-associated protein 3, putative	100
PF3D7_1424100	60S ribosomal protein L5, putative	9
